"","ID","RP","SP","RP_journey","SP_task","av_car","av_rail","time_car","cost_car","time_rail","cost_rail","access_rail","service_rail","female","business","income","choice"
"5829",365,0,1,NA,3,1,1,390,40,130,75,15,1,0,1,33745,2
"5830",365,0,1,NA,4,1,1,390,40,120,75,20,3,0,1,33745,2
"5831",365,0,1,NA,5,1,1,345,30,155,55,20,3,0,1,33745,2
"5832",365,0,1,NA,6,1,1,275,40,170,35,25,3,0,1,33745,2
"5834",365,0,1,NA,8,1,1,300,50,130,75,5,2,0,1,33745,1
"5835",365,0,1,NA,9,1,1,250,30,170,55,20,3,0,1,33745,1
"5837",365,0,1,NA,11,1,1,300,45,140,45,10,3,0,1,33745,2
"5839",365,0,1,NA,13,1,1,250,50,120,75,10,2,0,1,33745,2
"5840",365,0,1,NA,14,1,1,300,35,170,35,25,2,0,1,33745,2
"5843",366,0,1,NA,1,1,1,250,30,140,65,15,1,0,0,71204,2
"5844",366,0,1,NA,2,1,1,300,35,155,35,15,2,0,0,71204,2
"5845",366,0,1,NA,3,1,1,300,35,155,45,15,3,0,0,71204,1
"5846",366,0,1,NA,4,1,1,250,50,140,75,10,3,0,0,71204,1
"5847",366,0,1,NA,5,1,1,390,30,130,65,25,1,0,0,71204,2
"5848",366,0,1,NA,6,1,1,390,35,130,35,10,1,0,0,71204,2
"5850",366,0,1,NA,8,1,1,300,40,155,35,5,2,0,0,71204,2
"5851",366,0,1,NA,9,1,1,390,30,120,55,15,1,0,0,71204,2
"5852",366,0,1,NA,10,1,1,275,40,170,55,25,2,0,0,71204,2
"5853",366,0,1,NA,11,1,1,345,35,170,45,5,2,0,0,71204,1
"5854",366,0,1,NA,12,1,1,275,50,155,55,15,2,0,0,71204,1
"5855",366,0,1,NA,13,1,1,250,50,120,65,10,1,0,0,71204,1
"5856",366,0,1,NA,14,1,1,345,40,155,45,5,2,0,0,71204,2
"5857",367,1,0,1,NA,1,1,250,50,120,65,20,0,1,0,32869,1
"5858",367,1,0,2,NA,1,1,275,40,170,35,15,0,1,0,32869,1
"5859",367,0,1,NA,1,1,1,275,50,120,45,5,1,1,0,32869,2
"5860",367,0,1,NA,2,1,1,275,45,170,55,25,3,1,0,32869,2
"5861",367,0,1,NA,3,1,1,275,45,155,35,5,1,1,0,32869,1
"5862",367,0,1,NA,4,1,1,300,45,155,65,20,1,1,0,32869,2
"5863",367,0,1,NA,5,1,1,390,35,155,65,15,3,1,0,32869,1
"5864",367,0,1,NA,6,1,1,275,40,155,55,5,3,1,0,32869,2
"5866",367,0,1,NA,8,1,1,275,30,155,65,25,2,1,0,32869,2
"5868",367,0,1,NA,10,1,1,275,50,120,55,5,3,1,0,32869,2
"5869",367,0,1,NA,11,1,1,390,35,130,55,15,1,1,0,32869,2
"5870",367,0,1,NA,12,1,1,300,45,170,45,5,1,1,0,32869,2
"5872",367,0,1,NA,14,1,1,250,40,140,75,20,2,1,0,32869,1
"5874",368,1,0,2,NA,1,1,300,40,170,65,25,0,0,0,26503,1
"5875",368,0,1,NA,1,1,1,250,50,130,55,10,1,0,0,26503,1
"5876",368,0,1,NA,2,1,1,275,50,120,65,10,2,0,0,26503,1
"5877",368,0,1,NA,3,1,1,300,30,140,75,25,2,0,0,26503,1
"5878",368,0,1,NA,4,1,1,390,30,130,65,25,3,0,0,26503,1
"5879",368,0,1,NA,5,1,1,300,40,130,75,10,3,0,0,26503,2
"5880",368,0,1,NA,6,1,1,300,45,120,35,10,2,0,0,26503,2
"5881",368,0,1,NA,7,1,1,275,30,170,35,25,2,0,0,26503,2
"5882",368,0,1,NA,8,1,1,345,35,170,35,15,1,0,0,26503,2
"5883",368,0,1,NA,9,1,1,250,40,170,45,10,2,0,0,26503,1
"5884",368,0,1,NA,10,1,1,250,40,155,75,25,2,0,0,26503,1
"5885",368,0,1,NA,11,1,1,345,35,155,35,10,1,0,0,26503,2
"5886",368,0,1,NA,12,1,1,390,35,170,35,25,3,0,0,26503,1
"5887",368,0,1,NA,13,1,1,250,45,140,65,25,2,0,0,26503,1
"5888",368,0,1,NA,14,1,1,250,40,170,35,25,2,0,0,26503,2
"5890",369,1,0,2,NA,1,1,390,35,120,55,10,0,1,0,26331,2
"5892",369,0,1,NA,2,1,1,345,45,120,45,5,1,1,0,26331,2
"5894",369,0,1,NA,4,1,1,390,30,130,65,20,1,1,0,26331,2
"5895",369,0,1,NA,5,1,1,250,45,155,45,20,1,1,0,26331,2
"5896",369,0,1,NA,6,1,1,390,40,155,65,25,1,1,0,26331,1
"5897",369,0,1,NA,7,1,1,250,45,155,65,15,3,1,0,26331,1
"5899",369,0,1,NA,9,1,1,275,50,155,35,10,3,1,0,26331,2
"5900",369,0,1,NA,10,1,1,345,50,155,45,5,3,1,0,26331,2
"5901",369,0,1,NA,11,1,1,390,35,120,75,15,2,1,0,26331,1
"5902",369,0,1,NA,12,1,1,300,30,155,45,25,1,1,0,26331,1
"5904",369,0,1,NA,14,1,1,250,50,120,55,25,2,1,0,26331,1
"5906",370,1,0,2,NA,1,1,275,50,130,65,15,0,0,0,51430,1
"5907",370,0,1,NA,1,1,1,300,30,170,55,25,2,0,0,51430,2
"5908",370,0,1,NA,2,1,1,345,45,130,35,5,3,0,0,51430,2
"5909",370,0,1,NA,3,1,1,390,35,155,55,15,1,0,0,51430,2
"5910",370,0,1,NA,4,1,1,300,45,120,55,5,3,0,0,51430,2
"5911",370,0,1,NA,5,1,1,345,30,170,45,10,2,0,0,51430,2
"5914",370,0,1,NA,8,1,1,275,35,170,35,20,3,0,0,51430,2
"5915",370,0,1,NA,9,1,1,275,50,120,45,15,3,0,0,51430,2
"5916",370,0,1,NA,10,1,1,275,50,120,45,20,2,0,0,51430,1
"5918",370,0,1,NA,12,1,1,345,30,140,75,5,2,0,0,51430,1
"5919",370,0,1,NA,13,1,1,250,50,130,65,10,2,0,0,51430,2
"5920",370,0,1,NA,14,1,1,390,35,140,55,5,1,0,0,51430,2
"5937",372,1,0,1,NA,1,1,275,45,130,35,15,0,1,1,33592,2
"5938",372,1,0,2,NA,1,1,390,30,130,75,10,0,1,1,33592,2
"5939",372,0,1,NA,1,1,1,300,40,170,35,25,2,1,1,33592,1
"5941",372,0,1,NA,3,1,1,390,35,140,45,20,1,1,1,33592,2
"5944",372,0,1,NA,6,1,1,250,50,140,55,25,1,1,1,33592,2
"5945",372,0,1,NA,7,1,1,390,30,130,75,10,2,1,1,33592,2
"5946",372,0,1,NA,8,1,1,250,35,155,55,20,2,1,1,33592,2
"5947",372,0,1,NA,9,1,1,300,35,140,45,20,2,1,1,33592,2
"5948",372,0,1,NA,10,1,1,390,35,140,75,20,1,1,1,33592,2
"5949",372,0,1,NA,11,1,1,275,50,155,35,20,1,1,1,33592,2
"5969",374,1,0,1,NA,1,1,390,35,155,55,15,0,1,1,74621,1
"5971",374,0,1,NA,1,1,1,345,40,130,45,10,1,1,1,74621,2
"5973",374,0,1,NA,3,1,1,345,40,140,45,10,2,1,1,74621,2
"5974",374,0,1,NA,4,1,1,300,50,130,75,10,3,1,1,74621,2
"5981",374,0,1,NA,11,1,1,250,35,170,45,25,2,1,1,74621,1
"5982",374,0,1,NA,12,1,1,390,30,120,65,25,3,1,1,74621,2
"5983",374,0,1,NA,13,1,1,250,50,140,65,20,1,1,1,74621,2
"6001",376,1,0,1,NA,1,1,300,45,120,65,5,0,1,0,64079,2
"6002",376,1,0,2,NA,1,1,275,40,170,55,25,0,1,0,64079,1
"6003",376,0,1,NA,1,1,1,250,30,140,65,15,1,1,0,64079,1
"6004",376,0,1,NA,2,1,1,300,35,155,35,15,2,1,0,64079,2
"6005",376,0,1,NA,3,1,1,300,35,155,45,15,3,1,0,64079,2
"6006",376,0,1,NA,4,1,1,250,50,140,75,10,3,1,0,64079,2
"6007",376,0,1,NA,5,1,1,275,35,140,65,20,3,1,0,64079,1
"6008",376,0,1,NA,6,1,1,390,30,130,65,25,1,1,0,64079,2
"6009",376,0,1,NA,7,1,1,390,35,130,35,10,1,1,0,64079,1
"6010",376,0,1,NA,8,1,1,300,40,155,35,5,2,1,0,64079,2
"6011",376,0,1,NA,9,1,1,390,30,120,55,15,1,1,0,64079,1
"6012",376,0,1,NA,10,1,1,345,35,170,45,5,2,1,0,64079,2
"6013",376,0,1,NA,11,1,1,275,50,155,55,15,2,1,0,64079,2
"6014",376,0,1,NA,12,1,1,345,35,120,75,10,2,1,0,64079,1
"6015",376,0,1,NA,13,1,1,250,50,120,65,10,1,1,0,64079,1
"6016",376,0,1,NA,14,1,1,345,40,155,45,5,2,1,0,64079,2
"6017",377,1,0,1,NA,1,1,250,50,120,65,20,0,0,0,26899,2
"6018",377,1,0,2,NA,1,1,345,30,140,65,15,0,0,0,26899,1
"6019",377,0,1,NA,1,1,1,275,50,120,45,5,1,0,0,26899,1
"6021",377,0,1,NA,3,1,1,275,45,155,35,5,1,0,0,26899,2
"6023",377,0,1,NA,5,1,1,390,35,155,65,15,3,0,0,26899,1
"6024",377,0,1,NA,6,1,1,275,40,155,55,5,3,0,0,26899,2
"6025",377,0,1,NA,7,1,1,250,45,170,35,15,3,0,0,26899,2
"6026",377,0,1,NA,8,1,1,275,40,170,35,15,3,0,0,26899,1
"6027",377,0,1,NA,9,1,1,275,30,155,65,25,2,0,0,26899,1
"6029",377,0,1,NA,11,1,1,275,50,120,55,5,3,0,0,26899,2
"6030",377,0,1,NA,12,1,1,390,35,130,55,15,1,0,0,26899,2
"6032",377,0,1,NA,14,1,1,250,40,140,75,20,2,0,0,26899,1
"6033",378,1,0,1,NA,1,1,275,30,170,35,25,0,1,0,35086,2
"6034",378,1,0,2,NA,1,1,345,35,170,35,15,0,1,0,35086,1
"6035",378,0,1,NA,1,1,1,250,50,130,55,10,1,1,0,35086,1
"6036",378,0,1,NA,2,1,1,275,50,120,65,10,2,1,0,35086,1
"6037",378,0,1,NA,3,1,1,300,30,140,75,25,2,1,0,35086,1
"6039",378,0,1,NA,5,1,1,300,40,130,75,10,3,1,0,35086,1
"6040",378,0,1,NA,6,1,1,300,45,120,35,10,2,1,0,35086,2
"6041",378,0,1,NA,7,1,1,300,40,155,65,20,1,1,0,35086,2
"6042",378,0,1,NA,8,1,1,250,40,170,45,10,2,1,0,35086,1
"6043",378,0,1,NA,9,1,1,250,40,155,75,25,2,1,0,35086,1
"6044",378,0,1,NA,10,1,1,345,35,155,35,10,1,1,0,35086,2
"6045",378,0,1,NA,11,1,1,390,35,170,35,25,3,1,0,35086,1
"6047",378,0,1,NA,13,1,1,250,40,170,35,25,2,1,0,35086,2
"6048",378,0,1,NA,14,1,1,300,40,170,65,25,2,1,0,35086,1
"6050",379,1,0,2,NA,1,1,300,35,155,45,20,0,1,0,63878,1
"6052",379,0,1,NA,2,1,1,345,45,120,45,5,1,1,0,63878,2
"6054",379,0,1,NA,4,1,1,300,45,130,75,15,3,1,0,63878,1
"6055",379,0,1,NA,5,1,1,250,45,155,45,20,1,1,0,63878,2
"6058",379,0,1,NA,8,1,1,275,40,130,65,20,1,1,0,63878,1
"6059",379,0,1,NA,9,1,1,275,50,155,35,10,3,1,0,63878,2
"6060",379,0,1,NA,10,1,1,345,50,155,45,5,3,1,0,63878,2
"6061",379,0,1,NA,11,1,1,390,35,120,75,15,2,1,0,63878,2
"6062",379,0,1,NA,12,1,1,300,30,155,45,25,1,1,0,63878,2
"6083",381,0,1,NA,1,1,1,390,40,170,35,5,2,0,0,22400,2
"6084",381,0,1,NA,2,1,1,390,30,140,55,5,1,0,0,22400,1
"6086",381,0,1,NA,4,1,1,250,40,170,35,25,2,0,0,22400,2
"6087",381,0,1,NA,5,1,1,275,30,130,75,25,2,0,0,22400,1
"6088",381,0,1,NA,6,1,1,275,45,170,35,10,2,0,0,22400,2
"6090",381,0,1,NA,8,1,1,390,35,140,55,10,1,0,0,22400,1
"6091",381,0,1,NA,9,1,1,345,35,140,45,25,3,0,0,22400,2
"6092",381,0,1,NA,10,1,1,345,45,120,35,5,1,0,0,22400,2
"6093",381,0,1,NA,11,1,1,250,50,130,75,15,3,0,0,22400,1
"6094",381,0,1,NA,12,1,1,390,30,170,35,25,3,0,0,22400,2
"6095",381,0,1,NA,13,1,1,275,45,140,65,15,2,0,0,22400,1
"6096",381,0,1,NA,14,1,1,300,45,140,55,10,3,0,0,22400,1
"6113",383,1,0,1,NA,1,1,345,40,130,35,20,0,1,1,69215,2
"6114",383,1,0,2,NA,1,1,250,45,155,55,20,0,1,1,69215,1
"6119",383,0,1,NA,5,1,1,250,45,120,75,10,2,1,1,69215,1
"6120",383,0,1,NA,6,1,1,390,30,140,55,15,1,1,1,69215,1
"6121",383,0,1,NA,7,1,1,345,35,130,75,15,2,1,1,69215,2
"6122",383,0,1,NA,8,1,1,345,45,120,45,5,1,1,1,69215,2
"6124",383,0,1,NA,10,1,1,250,40,155,45,25,1,1,1,69215,2
"6125",383,0,1,NA,11,1,1,300,45,155,65,20,3,1,1,69215,1
"6146",385,1,0,2,NA,1,1,345,30,140,65,20,0,0,1,23828,1
"6147",385,0,1,NA,1,1,1,250,45,170,35,25,2,0,1,23828,1
"6148",385,0,1,NA,2,1,1,275,50,140,35,15,3,0,1,23828,2
"6149",385,0,1,NA,3,1,1,390,40,130,75,15,1,0,1,23828,2
"6150",385,0,1,NA,4,1,1,390,40,120,75,20,3,0,1,23828,2
"6151",385,0,1,NA,5,1,1,300,40,170,35,5,3,0,1,23828,2
"6152",385,0,1,NA,6,1,1,345,30,155,55,20,3,0,1,23828,2
"6153",385,0,1,NA,7,1,1,275,40,170,35,25,3,0,1,23828,1
"6154",385,0,1,NA,8,1,1,300,50,130,75,5,2,0,1,23828,2
"6155",385,0,1,NA,9,1,1,250,30,170,55,20,3,0,1,23828,1
"6156",385,0,1,NA,10,1,1,345,35,170,45,5,2,0,1,23828,2
"6157",385,0,1,NA,11,1,1,275,50,155,55,20,1,0,1,23828,2
"6158",385,0,1,NA,12,1,1,300,45,140,45,10,3,0,1,23828,2
"6159",385,0,1,NA,13,1,1,250,50,120,75,10,2,0,1,23828,1
"6160",385,0,1,NA,14,1,1,300,35,170,35,25,2,0,1,23828,2
"6163",386,0,1,NA,1,1,1,250,30,140,65,15,1,0,1,60137,1
"6164",386,0,1,NA,2,1,1,300,35,155,35,15,2,0,1,60137,2
"6165",386,0,1,NA,3,1,1,300,35,155,45,15,3,0,1,60137,2
"6166",386,0,1,NA,4,1,1,250,50,140,75,10,3,0,1,60137,2
"6169",386,0,1,NA,7,1,1,390,35,130,35,10,1,0,1,60137,2
"6170",386,0,1,NA,8,1,1,300,40,155,35,5,2,0,1,60137,2
"6172",386,0,1,NA,10,1,1,275,40,170,55,25,2,0,1,60137,2
"6173",386,0,1,NA,11,1,1,345,35,170,45,5,2,0,1,60137,2
"6177",387,1,0,1,NA,1,1,300,45,155,65,20,0,1,1,49322,2
"6178",387,1,0,2,NA,1,1,275,50,120,55,5,0,1,1,49322,1
"6179",387,0,1,NA,1,1,1,275,50,120,45,5,1,1,1,49322,2
"6180",387,0,1,NA,2,1,1,275,45,170,55,25,3,1,1,49322,2
"6181",387,0,1,NA,3,1,1,275,45,155,35,5,1,1,1,49322,1
"6182",387,0,1,NA,4,1,1,390,35,155,65,15,3,1,1,49322,1
"6183",387,0,1,NA,5,1,1,275,40,155,55,5,3,1,1,49322,2
"6184",387,0,1,NA,6,1,1,250,50,120,65,20,2,1,1,49322,2
"6185",387,0,1,NA,7,1,1,250,45,170,35,15,3,1,1,49322,2
"6186",387,0,1,NA,8,1,1,275,40,170,35,15,3,1,1,49322,2
"6187",387,0,1,NA,9,1,1,275,30,155,65,25,2,1,1,49322,1
"6188",387,0,1,NA,10,1,1,390,30,120,65,15,1,1,1,49322,2
"6189",387,0,1,NA,11,1,1,390,35,130,55,15,1,1,1,49322,2
"6190",387,0,1,NA,12,1,1,300,45,170,45,5,1,1,1,49322,2
"6191",387,0,1,NA,13,1,1,345,30,140,65,15,1,1,1,49322,2
"6192",387,0,1,NA,14,1,1,250,40,140,75,20,2,1,1,49322,2
"6193",388,1,0,1,NA,1,1,300,30,140,75,25,0,1,1,45026,1
"6194",388,1,0,2,NA,1,1,250,40,155,75,25,0,1,1,45026,2
"6196",388,0,1,NA,2,1,1,275,50,120,65,10,2,1,1,45026,2
"6199",388,0,1,NA,5,1,1,300,45,120,35,10,2,1,1,45026,2
"6200",388,0,1,NA,6,1,1,275,30,170,35,25,2,1,1,45026,2
"6202",388,0,1,NA,8,1,1,345,35,170,35,15,1,1,1,45026,2
"6203",388,0,1,NA,9,1,1,250,40,170,45,10,2,1,1,45026,2
"6204",388,0,1,NA,10,1,1,345,35,155,35,10,1,1,1,45026,2
"6206",388,0,1,NA,12,1,1,250,45,140,65,25,2,1,1,45026,2
"6207",388,0,1,NA,13,1,1,250,40,170,35,25,2,1,1,45026,2
"6208",388,0,1,NA,14,1,1,300,40,170,65,25,2,1,1,45026,2
"6209",389,1,0,1,NA,1,1,390,30,130,65,20,0,0,1,52681,2
"6210",389,1,0,2,NA,1,1,300,30,155,45,25,0,0,1,52681,2
"6211",389,0,1,NA,1,1,1,390,30,130,75,15,3,0,1,52681,2
"6212",389,0,1,NA,2,1,1,345,45,120,45,5,1,0,1,52681,2
"6213",389,0,1,NA,3,1,1,250,45,120,75,5,2,0,1,52681,2
"6214",389,0,1,NA,4,1,1,300,45,130,75,15,3,0,1,52681,2
"6215",389,0,1,NA,5,1,1,250,45,155,45,20,1,0,1,52681,2
"6216",389,0,1,NA,6,1,1,390,40,155,65,25,1,0,1,52681,2
"6217",389,0,1,NA,7,1,1,250,45,155,65,15,3,0,1,52681,2
"6218",389,0,1,NA,8,1,1,275,40,130,65,20,1,0,1,52681,2
"6219",389,0,1,NA,9,1,1,275,50,155,35,10,3,0,1,52681,2
"6220",389,0,1,NA,10,1,1,345,50,155,45,5,3,0,1,52681,2
"6221",389,0,1,NA,11,1,1,390,35,120,75,15,2,0,1,52681,1
"6222",389,0,1,NA,12,1,1,300,35,155,45,20,1,0,1,52681,2
"6223",389,0,1,NA,13,1,1,250,50,120,55,25,2,0,1,52681,2
"6224",389,0,1,NA,14,1,1,390,35,120,55,10,1,0,1,52681,2
"6225",390,1,0,1,NA,1,1,390,35,130,75,25,0,0,0,47026,2
"6227",390,0,1,NA,1,1,1,300,30,170,55,25,2,0,0,47026,1
"6228",390,0,1,NA,2,1,1,345,45,130,35,5,3,0,0,47026,2
"6229",390,0,1,NA,3,1,1,390,35,155,55,15,1,0,0,47026,1
"6230",390,0,1,NA,4,1,1,300,45,120,55,5,3,0,0,47026,2
"6231",390,0,1,NA,5,1,1,345,30,170,45,10,2,0,0,47026,1
"6232",390,0,1,NA,6,1,1,345,30,120,75,10,2,0,0,47026,1
"6233",390,0,1,NA,7,1,1,250,50,120,45,20,2,0,0,47026,1
"6234",390,0,1,NA,8,1,1,275,35,170,35,20,3,0,0,47026,2
"6235",390,0,1,NA,9,1,1,275,50,120,45,15,3,0,0,47026,1
"6236",390,0,1,NA,10,1,1,275,50,120,45,20,2,0,0,47026,2
"6238",390,0,1,NA,12,1,1,275,50,130,65,15,3,0,0,47026,1
"6239",390,0,1,NA,13,1,1,345,30,140,75,5,2,0,0,47026,2
"6240",390,0,1,NA,14,1,1,250,50,130,65,10,2,0,0,47026,1
"6241",391,1,0,1,NA,1,1,390,30,140,55,5,0,1,1,22468,2
"6242",391,1,0,2,NA,1,1,275,45,140,65,15,0,1,1,22468,1
"6243",391,0,1,NA,1,1,1,390,40,170,35,5,2,1,1,22468,2
"6244",391,0,1,NA,2,1,1,250,50,120,75,5,3,1,1,22468,1
"6245",391,0,1,NA,3,1,1,300,30,155,75,25,2,1,1,22468,1
"6246",391,0,1,NA,4,1,1,250,40,170,35,25,2,1,1,22468,2
"6247",391,0,1,NA,5,1,1,275,30,130,75,25,2,1,1,22468,1
"6248",391,0,1,NA,6,1,1,275,45,170,35,10,2,1,1,22468,2
"6249",391,0,1,NA,7,1,1,275,50,120,75,15,3,1,1,22468,2
"6250",391,0,1,NA,8,1,1,250,45,170,45,20,2,1,1,22468,1
"6251",391,0,1,NA,9,1,1,390,35,140,55,10,1,1,1,22468,2
"6252",391,0,1,NA,10,1,1,345,35,140,45,25,3,1,1,22468,1
"6253",391,0,1,NA,11,1,1,345,45,120,35,5,1,1,1,22468,2
"6254",391,0,1,NA,12,1,1,250,50,130,75,15,3,1,1,22468,1
"6255",391,0,1,NA,13,1,1,390,30,170,35,25,3,1,1,22468,2
"6256",391,0,1,NA,14,1,1,300,45,140,55,10,3,1,1,22468,2
"6257",392,1,0,1,NA,1,1,300,40,170,35,25,0,1,0,43826,1
"6258",392,1,0,2,NA,1,1,300,40,170,45,5,0,1,0,43826,2
"6259",392,0,1,NA,1,1,1,345,40,130,55,20,3,1,0,43826,1
"6260",392,0,1,NA,2,1,1,390,35,140,45,20,1,1,0,43826,1
"6262",392,0,1,NA,4,1,1,275,40,140,55,20,1,1,0,43826,1
"6263",392,0,1,NA,5,1,1,275,45,130,35,15,3,1,0,43826,1
"6264",392,0,1,NA,6,1,1,250,50,140,55,25,1,1,0,43826,2
"6265",392,0,1,NA,7,1,1,390,30,130,75,10,2,1,0,43826,2
"6266",392,0,1,NA,8,1,1,250,35,155,55,20,2,1,0,43826,1
"6268",392,0,1,NA,10,1,1,390,30,130,75,10,1,1,0,43826,1
"6269",392,0,1,NA,11,1,1,390,35,140,75,20,1,1,0,43826,1
"6270",392,0,1,NA,12,1,1,275,50,155,35,20,1,1,0,43826,2
"6271",392,0,1,NA,13,1,1,345,45,130,45,10,1,1,0,43826,2
"6273",393,1,0,1,NA,1,1,275,45,130,55,20,0,0,1,67391,2
"6275",393,0,1,NA,1,1,1,250,45,140,65,20,3,0,1,67391,1
"6280",393,0,1,NA,6,1,1,345,40,130,35,20,1,0,1,67391,2
"6281",393,0,1,NA,7,1,1,345,35,130,75,15,2,0,1,67391,2
"6282",393,0,1,NA,8,1,1,345,45,120,45,5,1,0,1,67391,2
"6283",393,0,1,NA,9,1,1,345,30,170,35,15,1,0,1,67391,1
"6305",395,1,0,1,NA,1,1,275,50,140,35,15,0,0,0,65699,2
"6306",395,1,0,2,NA,1,1,345,30,140,65,20,0,0,0,65699,2
"6307",395,0,1,NA,1,1,1,250,45,170,35,25,2,0,0,65699,2
"6308",395,0,1,NA,2,1,1,390,40,130,75,15,1,0,0,65699,1
"6309",395,0,1,NA,3,1,1,390,40,120,75,20,3,0,0,65699,1
"6311",395,0,1,NA,5,1,1,345,30,155,55,20,3,0,0,65699,1
"6312",395,0,1,NA,6,1,1,275,40,170,35,25,3,0,0,65699,1
"6314",395,0,1,NA,8,1,1,300,50,130,75,5,2,0,0,65699,2
"6315",395,0,1,NA,9,1,1,250,30,170,55,20,3,0,0,65699,1
"6316",395,0,1,NA,10,1,1,345,35,170,45,5,2,0,0,65699,2
"6318",395,0,1,NA,12,1,1,300,45,140,45,10,3,0,0,65699,1
"6319",395,0,1,NA,13,1,1,250,50,120,75,10,2,0,0,65699,2
"6320",395,0,1,NA,14,1,1,300,35,170,35,25,2,0,0,65699,2
"6323",396,0,1,NA,1,1,1,250,30,140,65,15,1,1,0,51611,1
"6324",396,0,1,NA,2,1,1,300,35,155,35,15,2,1,0,51611,1
"6326",396,0,1,NA,4,1,1,250,50,140,75,10,3,1,0,51611,1
"6327",396,0,1,NA,5,1,1,275,35,140,65,20,3,1,0,51611,1
"6329",396,0,1,NA,7,1,1,390,35,130,35,10,1,1,0,51611,2
"6330",396,0,1,NA,8,1,1,300,40,155,35,5,2,1,0,51611,2
"6331",396,0,1,NA,9,1,1,390,30,120,55,15,1,1,0,51611,1
"6332",396,0,1,NA,10,1,1,275,40,170,55,25,2,1,0,51611,1
"6333",396,0,1,NA,11,1,1,275,50,155,55,15,2,1,0,51611,1
"6335",396,0,1,NA,13,1,1,250,50,120,65,10,1,1,0,51611,2
"6336",396,0,1,NA,14,1,1,345,40,155,45,5,2,1,0,51611,2
"6337",397,1,0,1,NA,1,1,390,35,155,65,15,0,1,0,33557,1
"6338",397,1,0,2,NA,1,1,390,30,120,65,15,0,1,0,33557,1
"6339",397,0,1,NA,1,1,1,275,50,120,45,5,1,1,0,33557,2
"6341",397,0,1,NA,3,1,1,275,45,155,35,5,1,1,0,33557,1
"6342",397,0,1,NA,4,1,1,300,45,155,65,20,1,1,0,33557,1
"6343",397,0,1,NA,5,1,1,275,40,155,55,5,3,1,0,33557,1
"6344",397,0,1,NA,6,1,1,250,50,120,65,20,2,1,0,33557,1
"6345",397,0,1,NA,7,1,1,250,45,170,35,15,3,1,0,33557,2
"6346",397,0,1,NA,8,1,1,275,40,170,35,15,3,1,0,33557,2
"6347",397,0,1,NA,9,1,1,275,30,155,65,25,2,1,0,33557,1
"6348",397,0,1,NA,10,1,1,275,50,120,55,5,3,1,0,33557,1
"6349",397,0,1,NA,11,1,1,390,35,130,55,15,1,1,0,33557,2
"6350",397,0,1,NA,12,1,1,300,45,170,45,5,1,1,0,33557,2
"6351",397,0,1,NA,13,1,1,345,30,140,65,15,1,1,0,33557,1
"6352",397,0,1,NA,14,1,1,250,40,140,75,20,2,1,0,33557,1
"6369",399,1,0,1,NA,1,1,250,45,155,65,15,0,0,1,38567,1
"6372",399,0,1,NA,2,1,1,345,45,120,45,5,1,0,1,38567,2
"6373",399,0,1,NA,3,1,1,250,45,120,75,5,2,0,1,38567,2
"6374",399,0,1,NA,4,1,1,300,45,130,75,15,3,0,1,38567,1
"6376",399,0,1,NA,6,1,1,250,45,155,45,20,1,0,1,38567,1
"6377",399,0,1,NA,7,1,1,390,40,155,65,25,1,0,1,38567,2
"6378",399,0,1,NA,8,1,1,275,40,130,65,20,1,0,1,38567,1
"6379",399,0,1,NA,9,1,1,275,50,155,35,10,3,0,1,38567,2
"6381",399,0,1,NA,11,1,1,390,35,120,75,15,2,0,1,38567,2
"6382",399,0,1,NA,12,1,1,300,35,155,45,20,1,0,1,38567,1
"6383",399,0,1,NA,13,1,1,250,50,120,55,25,2,0,1,38567,2
"6384",399,0,1,NA,14,1,1,390,35,120,55,10,1,0,1,38567,2
"6385",400,1,0,1,NA,1,1,300,45,120,55,5,0,1,0,30211,2
"6386",400,1,0,2,NA,1,1,275,50,130,65,15,0,1,0,30211,2
"6387",400,0,1,NA,1,1,1,390,35,130,75,25,2,1,0,30211,1
"6388",400,0,1,NA,2,1,1,300,30,170,55,25,2,1,0,30211,2
"6389",400,0,1,NA,3,1,1,345,45,130,35,5,3,1,0,30211,2
"6390",400,0,1,NA,4,1,1,390,35,155,55,15,1,1,0,30211,1
"6392",400,0,1,NA,6,1,1,345,30,120,75,10,2,1,0,30211,2
"6393",400,0,1,NA,7,1,1,250,50,120,45,20,2,1,0,30211,1
"6395",400,0,1,NA,9,1,1,275,50,120,45,15,3,1,0,30211,1
"6396",400,0,1,NA,10,1,1,275,50,120,45,20,2,1,0,30211,2
"6398",400,0,1,NA,12,1,1,345,30,140,75,5,2,1,0,30211,1
"6399",400,0,1,NA,13,1,1,250,50,130,65,10,2,1,0,30211,1
"6400",400,0,1,NA,14,1,1,390,35,140,55,5,1,1,0,30211,1
"6401",401,1,0,1,NA,1,1,275,45,170,35,10,0,0,0,28703,1
"6402",401,1,0,2,NA,1,1,275,45,140,65,15,0,0,0,28703,2
"6403",401,0,1,NA,1,1,1,390,40,170,35,5,2,0,0,28703,2
"6404",401,0,1,NA,2,1,1,390,30,140,55,5,1,0,0,28703,1
"6405",401,0,1,NA,3,1,1,250,50,120,75,5,3,0,0,28703,1
"6407",401,0,1,NA,5,1,1,250,40,170,35,25,2,0,0,28703,2
"6408",401,0,1,NA,6,1,1,275,30,130,75,25,2,0,0,28703,1
"6410",401,0,1,NA,8,1,1,250,45,170,45,20,2,0,0,28703,2
